Recipe_ID,Recipe_Name,Yield_Units,Unit_Type,Total_Cost_per_Batch,Cost_per_Unit,Total_Calories_per_Batch,Calories_per_Unit,Target_Price_per_Unit,Suggested_Price_per_Unit,Gross_Margin_%
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A352,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E352/C352,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A352,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G352/C352,0)",,"=ROUND(F352*3,2)","=IFERROR((I352-F352)/I352,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A353,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E353/C353,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A353,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G353/C353,0)",,"=ROUND(F353*3,2)","=IFERROR((I353-F353)/I353,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A354,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E354/C354,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A354,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G354/C354,0)",,"=ROUND(F354*3,2)","=IFERROR((I354-F354)/I354,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A355,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E355/C355,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A355,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G355/C355,0)",,"=ROUND(F355*3,2)","=IFERROR((I355-F355)/I355,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A356,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E356/C356,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A356,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G356/C356,0)",,"=ROUND(F356*3,2)","=IFERROR((I356-F356)/I356,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A357,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E357/C357,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A357,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G357/C357,0)",,"=ROUND(F357*3,2)","=IFERROR((I357-F357)/I357,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A358,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E358/C358,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A358,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G358/C358,0)",,"=ROUND(F358*3,2)","=IFERROR((I358-F358)/I358,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A359,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E359/C359,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A359,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G359/C359,0)",,"=ROUND(F359*3,2)","=IFERROR((I359-F359)/I359,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A360,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E360/C360,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A360,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G360/C360,0)",,"=ROUND(F360*3,2)","=IFERROR((I360-F360)/I360,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A361,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E361/C361,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A361,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G361/C361,0)",,"=ROUND(F361*3,2)","=IFERROR((I361-F361)/I361,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A362,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E362/C362,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A362,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G362/C362,0)",,"=ROUND(F362*3,2)","=IFERROR((I362-F362)/I362,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A363,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E363/C363,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A363,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G363/C363,0)",,"=ROUND(F363*3,2)","=IFERROR((I363-F363)/I363,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A364,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E364/C364,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A364,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G364/C364,0)",,"=ROUND(F364*3,2)","=IFERROR((I364-F364)/I364,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A365,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E365/C365,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A365,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G365/C365,0)",,"=ROUND(F365*3,2)","=IFERROR((I365-F365)/I365,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A366,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E366/C366,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A366,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G366/C366,0)",,"=ROUND(F366*3,2)","=IFERROR((I366-F366)/I366,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A367,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E367/C367,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A367,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G367/C367,0)",,"=ROUND(F367*3,2)","=IFERROR((I367-F367)/I367,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A368,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E368/C368,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A368,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G368/C368,0)",,"=ROUND(F368*3,2)","=IFERROR((I368-F368)/I368,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A369,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E369/C369,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A369,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G369/C369,0)",,"=ROUND(F369*3,2)","=IFERROR((I369-F369)/I369,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A370,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E370/C370,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A370,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G370/C370,0)",,"=ROUND(F370*3,2)","=IFERROR((I370-F370)/I370,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A371,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E371/C371,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A371,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G371/C371,0)",,"=ROUND(F371*3,2)","=IFERROR((I371-F371)/I371,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A372,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E372/C372,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A372,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G372/C372,0)",,"=ROUND(F372*3,2)","=IFERROR((I372-F372)/I372,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A373,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E373/C373,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A373,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G373/C373,0)",,"=ROUND(F373*3,2)","=IFERROR((I373-F373)/I373,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A374,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E374/C374,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A374,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G374/C374,0)",,"=ROUND(F374*3,2)","=IFERROR((I374-F374)/I374,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A375,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E375/C375,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A375,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G375/C375,0)",,"=ROUND(F375*3,2)","=IFERROR((I375-F375)/I375,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A376,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E376/C376,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A376,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G376/C376,0)",,"=ROUND(F376*3,2)","=IFERROR((I376-F376)/I376,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A377,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E377/C377,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A377,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G377/C377,0)",,"=ROUND(F377*3,2)","=IFERROR((I377-F377)/I377,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A378,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E378/C378,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A378,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G378/C378,0)",,"=ROUND(F378*3,2)","=IFERROR((I378-F378)/I378,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A379,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E379/C379,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A379,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G379/C379,0)",,"=ROUND(F379*3,2)","=IFERROR((I379-F379)/I379,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A380,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E380/C380,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A380,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G380/C380,0)",,"=ROUND(F380*3,2)","=IFERROR((I380-F380)/I380,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A381,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E381/C381,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A381,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G381/C381,0)",,"=ROUND(F381*3,2)","=IFERROR((I381-F381)/I381,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A382,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E382/C382,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A382,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G382/C382,0)",,"=ROUND(F382*3,2)","=IFERROR((I382-F382)/I382,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A383,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E383/C383,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A383,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G383/C383,0)",,"=ROUND(F383*3,2)","=IFERROR((I383-F383)/I383,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A384,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E384/C384,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A384,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G384/C384,0)",,"=ROUND(F384*3,2)","=IFERROR((I384-F384)/I384,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A385,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E385/C385,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A385,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G385/C385,0)",,"=ROUND(F385*3,2)","=IFERROR((I385-F385)/I385,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A386,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E386/C386,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A386,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G386/C386,0)",,"=ROUND(F386*3,2)","=IFERROR((I386-F386)/I386,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A387,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E387/C387,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A387,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G387/C387,0)",,"=ROUND(F387*3,2)","=IFERROR((I387-F387)/I387,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A388,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E388/C388,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A388,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G388/C388,0)",,"=ROUND(F388*3,2)","=IFERROR((I388-F388)/I388,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A389,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E389/C389,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A389,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G389/C389,0)",,"=ROUND(F389*3,2)","=IFERROR((I389-F389)/I389,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A390,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E390/C390,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A390,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G390/C390,0)",,"=ROUND(F390*3,2)","=IFERROR((I390-F390)/I390,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A391,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E391/C391,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A391,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G391/C391,0)",,"=ROUND(F391*3,2)","=IFERROR((I391-F391)/I391,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A392,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E392/C392,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A392,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G392/C392,0)",,"=ROUND(F392*3,2)","=IFERROR((I392-F392)/I392,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A393,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E393/C393,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A393,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G393/C393,0)",,"=ROUND(F393*3,2)","=IFERROR((I393-F393)/I393,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A394,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E394/C394,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A394,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G394/C394,0)",,"=ROUND(F394*3,2)","=IFERROR((I394-F394)/I394,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A395,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E395/C395,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A395,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G395/C395,0)",,"=ROUND(F395*3,2)","=IFERROR((I395-F395)/I395,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A396,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E396/C396,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A396,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G396/C396,0)",,"=ROUND(F396*3,2)","=IFERROR((I396-F396)/I396,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A397,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E397/C397,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A397,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G397/C397,0)",,"=ROUND(F397*3,2)","=IFERROR((I397-F397)/I397,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A398,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E398/C398,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A398,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G398/C398,0)",,"=ROUND(F398*3,2)","=IFERROR((I398-F398)/I398,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A399,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E399/C399,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A399,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G399/C399,0)",,"=ROUND(F399*3,2)","=IFERROR((I399-F399)/I399,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A400,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E400/C400,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A400,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G400/C400,0)",,"=ROUND(F400*3,2)","=IFERROR((I400-F400)/I400,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A401,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E401/C401,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A401,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G401/C401,0)",,"=ROUND(F401*3,2)","=IFERROR((I401-F401)/I401,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A402,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E402/C402,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A402,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G402/C402,0)",,"=ROUND(F402*3,2)","=IFERROR((I402-F402)/I402,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A403,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E403/C403,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A403,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G403/C403,0)",,"=ROUND(F403*3,2)","=IFERROR((I403-F403)/I403,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A404,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E404/C404,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A404,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G404/C404,0)",,"=ROUND(F404*3,2)","=IFERROR((I404-F404)/I404,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A405,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E405/C405,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A405,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G405/C405,0)",,"=ROUND(F405*3,2)","=IFERROR((I405-F405)/I405,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A406,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E406/C406,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A406,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G406/C406,0)",,"=ROUND(F406*3,2)","=IFERROR((I406-F406)/I406,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A407,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E407/C407,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A407,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G407/C407,0)",,"=ROUND(F407*3,2)","=IFERROR((I407-F407)/I407,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A408,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E408/C408,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A408,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G408/C408,0)",,"=ROUND(F408*3,2)","=IFERROR((I408-F408)/I408,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A409,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E409/C409,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A409,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G409/C409,0)",,"=ROUND(F409*3,2)","=IFERROR((I409-F409)/I409,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A410,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E410/C410,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A410,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G410/C410,0)",,"=ROUND(F410*3,2)","=IFERROR((I410-F410)/I410,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A411,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E411/C411,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A411,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G411/C411,0)",,"=ROUND(F411*3,2)","=IFERROR((I411-F411)/I411,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A412,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E412/C412,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A412,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G412/C412,0)",,"=ROUND(F412*3,2)","=IFERROR((I412-F412)/I412,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A413,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E413/C413,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A413,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G413/C413,0)",,"=ROUND(F413*3,2)","=IFERROR((I413-F413)/I413,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A414,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E414/C414,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A414,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G414/C414,0)",,"=ROUND(F414*3,2)","=IFERROR((I414-F414)/I414,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A415,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E415/C415,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A415,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G415/C415,0)",,"=ROUND(F415*3,2)","=IFERROR((I415-F415)/I415,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A416,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E416/C416,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A416,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G416/C416,0)",,"=ROUND(F416*3,2)","=IFERROR((I416-F416)/I416,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A417,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E417/C417,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A417,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G417/C417,0)",,"=ROUND(F417*3,2)","=IFERROR((I417-F417)/I417,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A418,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E418/C418,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A418,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G418/C418,0)",,"=ROUND(F418*3,2)","=IFERROR((I418-F418)/I418,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A419,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E419/C419,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A419,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G419/C419,0)",,"=ROUND(F419*3,2)","=IFERROR((I419-F419)/I419,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A420,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E420/C420,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A420,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G420/C420,0)",,"=ROUND(F420*3,2)","=IFERROR((I420-F420)/I420,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A421,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E421/C421,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A421,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G421/C421,0)",,"=ROUND(F421*3,2)","=IFERROR((I421-F421)/I421,0)"
